peanut_oil,chilli
tomato,olive
tomato,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,vinegar,sherry,lemon,chilli,red_pepper
tomato,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,vinegar,sherry,lemon,rosemary
tomato,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,vinegar,sherry,green_pepper,rosemary
tomato,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,vinegar,sherry,green_pepper,red_pepper
tomato,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,saffron,sherry,celery,rosemary,green_pepper
tomato,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,saffron,sherry,green_pepper,red_pepper
tomato,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,saffron,sherry,lemon,chilli,red_pepper
tomato,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,saffron,sherry,lemon,rosemary
tomato,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,saffron,white_wine,white,celery,rosemary,rice,green_pepper
tomato,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,saffron,white_wine,white,celery,coriander_seed
tomato,onion,bay_leaf,garlic,red_wine,carrot,thyme,cinnamon
tomato,onion,bay_leaf,garlic,sweet_pepper,lamb,thyme
tomato,onion,bay_leaf,garlic,sweet_pepper,vinegar,thyme,peppercorn,sherry,shallot,rosemary,carrot,green_pepper,spring_onion
tomato,onion,bay_leaf,garlic,sweet_pepper,vinegar,thyme,peppercorn,sherry,olive_oil,chilli,red_pepper,lemon,almond
tomato,onion,bay_leaf,garlic,sweet_pepper,vinegar,thyme,peppercorn,sherry,olive_oil,chilli,red_pepper,lemon,potato,carrot,spring_onion
tomato,onion,bay_leaf,garlic,sweet_pepper,vinegar,thyme,peppercorn,sherry,olive_oil,chilli,red_pepper,lemon,potato,cumin_seed
tomato,onion,bay_leaf,garlic,sweet_pepper,vinegar,thyme,peppercorn,sherry,olive_oil,chilli,red_pepper,bread,almond
tomato,onion,bay_leaf,garlic,sweet_pepper,vinegar,thyme,peppercorn,sherry,olive_oil,chilli,red_pepper,bread,potato,carrot,spring_onion
tomato,onion,bay_leaf,garlic,sweet_pepper,vinegar,thyme,peppercorn,sherry,olive_oil,chilli,red_pepper,bread,potato,cumin_seed
tomato,onion,bay_leaf,garlic,sweet_pepper,vinegar,thyme,peppercorn,sherry,olive_oil,rosemary,carrot,lemon,spring_onion
tomato,onion,bay_leaf,garlic,sweet_pepper,vinegar,thyme,peppercorn,sherry,green_pepper,carrot,spring_onion,potato,red_pepper,bread
tomato,onion,bay_leaf,garlic,sweet_pepper,fennel,white_wine,celery,peppercorn,white,carrot,spring_onion
tomato,onion,bay_leaf,garlic,sweet_pepper,egg,peppercorn,red_pepper,olive_oil,sherry,almond,lemon,shrimp
tomato,onion,bay_leaf,garlic,sweet_pepper,egg,peppercorn,red_pepper,olive_oil,sherry,almond,bread
tomato,onion,bay_leaf,garlic,sweet_pepper,egg,peppercorn,red_pepper,olive_oil,sherry,spring_onion,potato,lemon
tomato,onion,bay_leaf,garlic,sweet_pepper,egg,peppercorn,red_pepper,olive_oil,sherry,spring_onion,potato,ham,bread
tomato,onion,bay_leaf,garlic,sweet_pepper,egg,peppercorn,red_pepper,olive_oil,sherry,spring_onion,shrimp,lemon
tomato,onion,bay_leaf,garlic,sweet_pepper,egg,peppercorn,red_pepper,sausage,ham,potato,chorizo
tomato,onion,bay_leaf,garlic,sweet_pepper,egg,peppercorn,red_pepper,sausage,ham,potato,spring_onion,bread
tomato,onion,bay_leaf,garlic,sweet_pepper,egg,peppercorn,mushroom,sherry,ham,spring_onion
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,almond,thyme,pine_nut,sherry
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,almond,thyme,red_pepper,chilli,peppercorn,sherry,olive_oil,bread
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,almond,thyme,red_pepper,chilli,peppercorn,sherry,olive_oil,shrimp,lemon
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,almond,thyme,red_pepper,chilli,peppercorn,sherry,chicken,lemon
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,almond,thyme,red_pepper,chilli,peppercorn,white_wine,white,fish,shrimp
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,almond,thyme,red_pepper,chilli,peppercorn,white_wine,white,lemon,olive_oil,shrimp
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,almond,thyme,red_pepper,chilli,peppercorn,white_wine,white,lemon,chicken
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,almond,thyme,red_pepper,chilli,peppercorn,white_wine,bread,olive_oil
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,almond,thyme,red_pepper,chilli,peppercorn,white_wine,bread,fish
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,almond,thyme,red_pepper,chicken_stock,chicken,sherry
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,almond,thyme,red_pepper,chicken_stock,chicken,white,white_wine
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,squid,shrimp,white_wine,white,olive_oil
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,squid,shrimp,white_wine,white,fish,mussel
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,squid,shrimp,white_wine,white,fish,rice
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,clam,fish,white,white_wine,shrimp,chilli
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,clam,fish,white,white_wine,shrimp,mussel
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,cumin_seed,thyme,red_pepper,wild_marjoram,peppercorn,chilli,sherry
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,cumin_seed,thyme,red_pepper,wild_marjoram,peppercorn,chilli,coriander_seed
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,cumin_seed,thyme,red_pepper,wild_marjoram,pork,sherry
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,cumin_seed,thyme,red_pepper,potato,chilli,peppercorn,olive_oil,sherry,lemon
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,cumin_seed,thyme,red_pepper,potato,chilli,peppercorn,olive_oil,sherry,bread
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,cumin_seed,thyme,red_pepper,potato,chilli,peppercorn,coriander_seed,lemon
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,cumin_seed,thyme,red_pepper,potato,pork,sherry,bread
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,chorizo,potato,sausage,chicken,chilli,peppercorn,red_pepper
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,chorizo,potato,sausage,chicken,ham,garbanzo,bacon
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,chorizo,potato,sausage,chicken,ham,peppercorn,red_pepper
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,chorizo,potato,sausage,chicken,ham,pork,chicken_stock,bacon
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,chorizo,potato,sausage,chicken,ham,pork,chicken_stock,red_pepper
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,pork,thyme,bacon,sausage,ham,potato,chicken,chicken_stock
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,pork,thyme,bacon,sausage,ham,potato,bread
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,pork,thyme,red_pepper,bread,ham,potato,sherry
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,pork,thyme,red_pepper,bread,ham,potato,sausage
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,pork,thyme,red_pepper,bread,ham,potato,white_wine
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,pork,thyme,red_pepper,wild_marjoram,sherry
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,pork,thyme,red_pepper,wild_marjoram,white_wine
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,pork,thyme,red_pepper,chicken_stock,chicken,rice,sausage
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,pork,thyme,red_pepper,chicken_stock,chicken,rice,white_wine
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,pork,thyme,red_pepper,chicken_stock,chicken,ham,potato,sherry
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,pork,thyme,red_pepper,chicken_stock,chicken,ham,potato,sausage
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,pork,thyme,red_pepper,chicken_stock,chicken,ham,potato,white_wine
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,garbanzo,sausage,chicken,bacon,ham,potato
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,pea,chicken_stock,red_pepper,rice
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,pea,chicken_stock,red_pepper,potato
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,sherry,shallot,rosemary,green_pepper
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,sherry,shallot,mushroom
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,sherry,shrimp,red_pepper,olive_oil,chilli,lemon
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,sherry,shrimp,red_pepper,green_pepper
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,sherry,rosemary,celery,green_pepper
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,sherry,rosemary,olive_oil,lemon
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,sherry,mushroom,ham
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,sherry,potato,celery,chicken
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,sherry,potato,celery,green_pepper
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,sherry,potato,red_pepper,olive_oil,chilli,lemon
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,sherry,potato,red_pepper,olive_oil,chilli,bread
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,sherry,potato,red_pepper,olive_oil,ham,bread
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,sherry,potato,red_pepper,chicken,chilli,lemon
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,sherry,potato,red_pepper,chicken,ham
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,sherry,potato,red_pepper,green_pepper,ham,bread
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,sausage,red_pepper,rice,chicken
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,sausage,red_pepper,potato,chilli,chicken
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,sausage,red_pepper,potato,chilli,bread
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,sausage,red_pepper,potato,ham,chicken
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,sausage,red_pepper,potato,ham,bread
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,shallot,rosemary,green_pepper
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,celery,rice,fish
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,celery,rice,rosemary,green_pepper
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,celery,rice,chicken
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,celery,potato,fish
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,celery,potato,green_pepper
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,celery,potato,coriander_seed
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,celery,potato,chicken
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,rosemary,olive_oil,lemon
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,rosemary,rice,lemon
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,red_pepper,rice,chicken,lemon
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,red_pepper,rice,shrimp,green_pepper
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,red_pepper,rice,shrimp,fish
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,red_pepper,rice,shrimp,lemon
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,red_pepper,shrimp,chilli,olive_oil,lemon
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,red_pepper,shrimp,chilli,fish
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,red_pepper,potato,chilli,fish
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,red_pepper,potato,chilli,lemon,olive_oil
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,red_pepper,potato,chilli,lemon,chicken
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,red_pepper,potato,chilli,lemon,coriander_seed
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,red_pepper,potato,green_pepper,ham
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,red_pepper,potato,ham,olive_oil
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,white,red_pepper,potato,ham,chicken
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,mushroom,shallot
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,mushroom,ham
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,bread,red_pepper,potato,olive_oil,chilli
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,bread,red_pepper,potato,olive_oil,ham
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,bread,red_pepper,potato,fish,chilli
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,peppercorn,white_wine,bread,red_pepper,potato,green_pepper,ham
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,bacon,ham,sausage,potato,chicken,chicken_stock
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,bacon,ham,sausage,potato,bread
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,bacon,ham,mushroom,chicken_stock
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,chicken_stock,rice,chicken,red_pepper,sausage
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,chicken_stock,rice,chicken,red_pepper,white,white_wine
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,chicken_stock,ham,red_pepper,potato,chicken,sherry
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,chicken_stock,ham,red_pepper,potato,chicken,sausage
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,chicken_stock,ham,red_pepper,potato,chicken,white,white_wine
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,chicken_stock,ham,mushroom,sherry
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,spring_onion,thyme,chicken_stock,ham,mushroom,white_wine
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,wild_marjoram,thyme,peppercorn,chilli,red_pepper,sherry
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,wild_marjoram,thyme,peppercorn,chilli,red_pepper,white,coriander_seed,white_wine
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,wild_marjoram,thyme,peppercorn,rosemary,sherry
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,carrot,wild_marjoram,thyme,peppercorn,rosemary,white,white_wine
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,green,sherry,potato
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,mussel,fish,white,white_wine,red_pepper,shrimp
tomato,onion,bay_leaf,garlic,sweet_pepper,saffron,monkfish,fish,shrimp
tomato,onion,bay_leaf,garlic,brandy,thyme,white,white_wine,carrot,cinnamon
tomato,onion,bay_leaf,garlic,brandy,thyme,white,white_wine,carrot,spring_onion
tomato,onion,bay_leaf,garlic,cinnamon,egg,sherry,almond,lemon
tomato,onion,bay_leaf,garlic,cinnamon,egg,sherry,almond,bread
tomato,onion,bay_leaf,garlic,cinnamon,thyme,saffron,pine_nut,sherry,almond
tomato,onion,bay_leaf,garlic,cinnamon,thyme,saffron,lemon,sherry,almond
tomato,onion,bay_leaf,garlic,cinnamon,thyme,saffron,lemon,sherry,carrot
tomato,onion,bay_leaf,garlic,cinnamon,thyme,saffron,lemon,white_wine,white,carrot,rice
tomato,onion,bay_leaf,garlic,cinnamon,thyme,saffron,lemon,white_wine,white,almond
tomato,onion,bay_leaf,garlic,cinnamon,thyme,saffron,bread,sherry,almond
tomato,onion,bay_leaf,garlic,cinnamon,thyme,saffron,bread,sherry,carrot
tomato,onion,bay_leaf,garlic,cinnamon,thyme,saffron,bread,white_wine,almond
tomato,onion,bay_leaf,garlic,cinnamon,thyme,saffron,bread,white_wine,carrot
tomato,onion,bay_leaf,garlic,rabbit,saffron,thyme
tomato,onion,bay_leaf,garlic,mint,chilli,sherry,lemon
tomato,onion,bay_leaf,veal,sherry,pork,carrot
tomato,onion,globe_artichoke,sweet_pepper,pea,saffron
tomato,onion,tomato_paste,chilli
tomato,onion,eggplant,sweet_pepper,red_pepper
tomato,onion,tuna,olive_oil,peppercorn,sweet_pepper,egg,red_pepper,potato
tomato,onion,salt_cod,sweet_pepper,garlic,red_pepper,potato
tomato,lettuce,chilli,tortilla
tomato,asparagus,sweet_pepper,egg
tomato,asparagus,sweet_pepper,pea
tomato,spinach,pine_nut,garlic
tomato,cucumber
tomato,basil
tomato,ginger,coriander_seed
tomato,green_bean,sweet_pepper,carrot,saffron
tomato,hazelnut,almond
tomato,lobster
tomato,stock,sweet_pepper,thyme,fish,bay_leaf,garlic,saffron,shrimp
tomato,vegetable_oil,bay_leaf,sweet_pepper,peppercorn,garlic,spring_onion
tomato,vegetable_oil,bay_leaf,sweet_pepper,flour
tomato,pasta
tomato,grain,rice,saffron
tomato,black_olive,red_pepper
tomato,white_bread,vinegar,sherry,almond,garlic
tomato,juice,clam
tomato,lime,chilli,garlic,coriander_seed
apple,cinnamon
raisin,pine_nut
orange_juice,orange
cider_vinegar,chilli
honey,orange,cinnamon
butter,flour,egg
sour_cream,chilli,tortilla
wine_vinegar,red_wine
wine_vinegar,white_wine
parsley,hake
parsley,fennel_seed,bay_leaf
parsley,tomato_sauce
parsley,lettuce,chilli
parsley,lobster
parsley,white_bread,vinegar,sherry,almond,garlic
parsley,caper,anchovy
parsley,heavy_cream,egg,cinnamon
parsley,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,vinegar,sherry,lemon,chilli,red_pepper
parsley,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,vinegar,sherry,lemon,rosemary
parsley,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,vinegar,sherry,green_pepper,rosemary
parsley,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,vinegar,sherry,green_pepper,red_pepper
parsley,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,saffron,sherry,celery,rosemary,green_pepper
parsley,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,saffron,sherry,green_pepper,red_pepper
parsley,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,saffron,sherry,lemon,chilli,red_pepper
parsley,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,saffron,sherry,lemon,rosemary
parsley,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,saffron,white_wine,white,celery,rosemary,rice,green_pepper
parsley,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,saffron,white_wine,white,celery,coriander_seed
parsley,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,saffron,white_wine,white,green_pepper,rice,red_pepper
parsley,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,saffron,white_wine,white,lemon,rosemary,rice
parsley,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,saffron,white_wine,white,lemon,red_pepper,chilli,coriander_seed
parsley,red_onion,sweet_pepper,thyme,bay_leaf,carrot,garlic,spring_onion,peppercorn,saffron,white_wine,white,lemon,red_pepper,rice
parsley,ground_beef
parsley,tarragon
parsley,spinach,pine_nut,garlic
parsley,green_bean,sweet_pepper,carrot,saffron
parsley,white_bean,bay_leaf
parsley,orange,cinnamon,sherry,almond,lemon
parsley,orange,cinnamon,brandy
parsley,vegetable_oil,bay_leaf,sweet_pepper,peppercorn,garlic,spring_onion
parsley,vegetable_oil,bay_leaf,sweet_pepper,flour
parsley,black_olive,red_pepper
parsley,stock,sweet_pepper,thyme,fish,bay_leaf,garlic,saffron,shrimp
parsley,anchovy,peppercorn,garlic,red_pepper
parsley,baguette,peppercorn
parsley,hazelnut,almond
parsley,mayonnaise,potato
parsley,mayonnaise,shrimp
parsley,white_turnip,carrot
parsley,onion,sweet,sherry,sweet_pepper,garlic
parsley,onion,bay_leaf,nutmeg,thyme,sherry,pork,sweet_pepper,ham
parsley,onion,bay_leaf,nutmeg,thyme,sherry,cinnamon
parsley,onion,bay_leaf,beef,carrot,spring_onion,potato
parsley,onion,bay_leaf,sunflower_oil,bread,potato,carrot
parsley,onion,bay_leaf,sunflower_oil,bread,potato,egg
parsley,onion,bay_leaf,flour,almond,egg,olive_oil,sweet_pepper,lemon
parsley,onion,bay_leaf,flour,almond,egg,olive_oil,sweet_pepper,bread
parsley,onion,bay_leaf,flour,almond,egg,cinnamon,lemon
parsley,onion,bay_leaf,flour,almond,egg,cinnamon,bread
parsley,onion,bay_leaf,garlic,red_wine,carrot,thyme,peppercorn
parsley,onion,bay_leaf,garlic,red_wine,carrot,thyme,cinnamon
parsley,onion,bay_leaf,garlic,sweet_pepper,lamb,thyme
parsley,onion,bay_leaf,garlic,sweet_pepper,vinegar,thyme,peppercorn,sherry,shallot,rosemary,carrot,green_pepper,spring_onion
