orange_peel,orange
parsley,tomato,red_onion,basil,garlic,peppercorn,red_pepper,thyme,rosemary,chicken_stock,lemon,potato,flour,bay_leaf,white_wine,pasta,white,oregano,celery
parsley,tomato,red_onion,basil,garlic,peppercorn,red_pepper,thyme,rosemary,chicken_stock,lemon,potato,flour,bay_leaf,white_wine,pasta,white,oregano,carrot
parsley,tomato,red_onion,basil,garlic,bean,potato,bay_leaf,pasta,rosemary,sage,celery
parsley,tomato,red_onion,basil,garlic,bean,potato,bay_leaf,pasta,rosemary,sage,carrot
parsley,tomato,clam,shrimp,pasta
parsley,tomato,clam,shrimp,mussel
parsley,tomato,onion,cheese,oregano,basil,ricotta,pasta,flour,egg
parsley,tomato,onion,cheese,oregano,basil,red_pepper,celery,peppercorn,eggplant,pasta
parsley,tomato,onion,cheese,oregano,basil,red_pepper,celery,peppercorn,potato,flour,egg,pasta
parsley,tomato,onion,cheese,oregano,basil,red_pepper,celery,peppercorn,potato,flour,egg,bread
parsley,tomato,onion,vinegar,olive_oil,thyme,basil,peppercorn,garlic,rosemary,red_pepper
parsley,tomato,onion,pine_nut,anchovy,lemon,pasta,celery,basil,caper
parsley,tomato,onion,pine_nut,anchovy,lemon,pasta,celery,basil,flour
parsley,tomato,onion,sweet_pepper,basil
parsley,tomato,onion,saffron,white_wine
parsley,tomato,onion,celery,ground_beef
parsley,tomato,onion,celery,bread,olive_oil,lemon,white_wine,peppercorn,garlic,oregano,basil,white,sage,flour,rosemary,potato,egg
parsley,tomato,onion,celery,bread,olive_oil,lemon,white_wine,peppercorn,garlic,oregano,basil,white,sage,flour,rosemary,potato,thyme
parsley,tomato,onion,celery,bread,olive_oil,lemon,white_wine,peppercorn,garlic,oregano,basil,white,red_pepper,caper,chilli,anchovy
parsley,tomato,onion,celery,bread,olive_oil,lemon,white_wine,peppercorn,garlic,oregano,basil,white,red_pepper,rosemary,anchovy,chilli
parsley,tomato,onion,celery,bread,olive_oil,lemon,white_wine,peppercorn,garlic,oregano,basil,white,red_pepper,rosemary,anchovy,flour
parsley,tomato,onion,celery,bread,olive_oil,lemon,white_wine,peppercorn,garlic,oregano,basil,white,red_pepper,rosemary,potato,egg,flour
parsley,tomato,onion,celery,bread,olive_oil,lemon,white_wine,peppercorn,garlic,oregano,basil,white,red_pepper,rosemary,potato,thyme,chilli
parsley,tomato,onion,celery,bread,olive_oil,lemon,white_wine,peppercorn,garlic,oregano,basil,white,red_pepper,rosemary,potato,thyme,flour
parsley,tomato,onion,celery,fish,white,white_wine
parsley,tomato,onion,celery,red_wine,bay_leaf,peppercorn,tomato_paste,garlic,rosemary,basil,beef
parsley,tomato,onion,celery,red_wine,bay_leaf,peppercorn,tomato_paste,garlic,rosemary,basil,thyme,sage
parsley,tomato,onion,celery,red_wine,bay_leaf,peppercorn,tomato_paste,garlic,rosemary,basil,thyme,red_pepper
parsley,tomato,onion,celery,red_wine,bay_leaf,peppercorn,tomato_paste,garlic,rosemary,pork,sage
parsley,tomato,onion,celery,red_wine,bay_leaf,peppercorn,tomato_paste,garlic,rosemary,pork,red_pepper
parsley,tomato,onion,celery,red_wine,bay_leaf,peppercorn,tomato_paste,garlic,rosemary,pork,beef
parsley,tomato,onion,celery,meat,stock
parsley,tomato,onion,celery,veal,rosemary,white_wine,prosciutto,mushroom,nutmeg,egg,white,sage,chicken_stock
parsley,tomato,onion,celery,veal,rosemary,white_wine,bay_leaf,sage,white,nutmeg,pork
parsley,tomato,onion,celery,veal,rosemary,white_wine,bay_leaf,sage,white,nutmeg,egg,mushroom,chicken_stock
parsley,tomato,onion,celery,veal,rosemary,white_wine,bay_leaf,sage,white,garlic,peppercorn,pork,tomato_paste
parsley,tomato,onion,celery,veal,rosemary,white_wine,bay_leaf,sage,white,garlic,peppercorn,chicken_stock,lemon,chicken,thyme
parsley,tomato,onion,celery,veal,rosemary,white_wine,bay_leaf,sage,white,garlic,peppercorn,chicken_stock,lemon,egg
parsley,tomato,onion,celery,veal,rosemary,white_wine,bay_leaf,sage,white,garlic,peppercorn,chicken_stock,mushroom,egg
parsley,tomato,onion,celery,veal,rosemary,white_wine,bay_leaf,sage,white,garlic,peppercorn,chicken_stock,mushroom,thyme,tomato_paste
parsley,tomato,onion,celery,veal,rosemary,white_wine,bay_leaf,sage,white,garlic,peppercorn,chicken_stock,mushroom,thyme,chicken
parsley,tomato,onion,celery,veal,rosemary,white_wine,bay_leaf,beef,pork,peppercorn,tomato_paste,garlic
parsley,tomato,onion,celery,veal,rosemary,white_wine,bay_leaf,beef,pork,nutmeg
parsley,tomato,onion,celery,pasta,basil,spinach,flour,egg,nutmeg
parsley,tomato,onion,celery,pasta,basil,white_wine,white,nutmeg,rosemary,mushroom,flour,sage,egg,chicken_stock,prosciutto
parsley,tomato,onion,celery,pasta,basil,white_wine,white,nutmeg,rosemary,mushroom,flour,sage,egg,chicken_stock,bay_leaf,potato
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,sage,flour,bay_leaf,rosemary,oregano,egg,potato,olive_oil,lemon
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,sage,flour,bay_leaf,rosemary,oregano,egg,potato,olive_oil,mushroom
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,sage,flour,bay_leaf,rosemary,oregano,egg,potato,chicken_stock,lemon
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,sage,flour,bay_leaf,rosemary,oregano,egg,potato,chicken_stock,mushroom
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,sage,flour,bay_leaf,rosemary,oregano,thyme,lemon,potato,olive_oil
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,sage,flour,bay_leaf,rosemary,oregano,thyme,lemon,potato,chicken_stock
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,sage,flour,bay_leaf,rosemary,oregano,thyme,mushroom,olive_oil,potato
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,sage,flour,bay_leaf,rosemary,oregano,thyme,mushroom,chicken_stock,tomato_paste
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,sage,flour,bay_leaf,rosemary,oregano,thyme,mushroom,chicken_stock,potato
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,red_pepper,tomato_paste,thyme,mushroom,flour,bay_leaf,rosemary,oregano,chicken_stock
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,red_pepper,lemon,spring_onion,chicken_stock,bay_leaf,rosemary,thyme,potato
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,red_pepper,lemon,oregano,olive_oil,caper,chilli,anchovy
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,red_pepper,lemon,oregano,olive_oil,rosemary,anchovy,chilli
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,red_pepper,lemon,oregano,olive_oil,rosemary,anchovy,flour
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,red_pepper,lemon,oregano,olive_oil,rosemary,potato,bay_leaf,egg,flour
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,red_pepper,lemon,oregano,olive_oil,rosemary,potato,bay_leaf,thyme,chilli
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,red_pepper,lemon,oregano,olive_oil,rosemary,potato,bay_leaf,thyme,flour
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,red_pepper,lemon,oregano,chicken_stock,potato,flour,bay_leaf,rosemary,egg
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,red_pepper,lemon,oregano,chicken_stock,potato,flour,bay_leaf,rosemary,thyme
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,red_pepper,lemon,shrimp,chilli
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,red_pepper,mushroom,potato,bay_leaf,rosemary,egg,oregano,flour,olive_oil
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,red_pepper,mushroom,potato,bay_leaf,rosemary,egg,oregano,flour,chicken_stock
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,red_pepper,mushroom,potato,bay_leaf,rosemary,thyme,olive_oil,flour,oregano
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,red_pepper,mushroom,potato,bay_leaf,rosemary,thyme,chicken_stock,flour,oregano
parsley,tomato,onion,celery,pasta,basil,white_wine,white,garlic,peppercorn,red_pepper,mushroom,potato,bay_leaf,rosemary,thyme,chicken_stock,spring_onion
parsley,tomato,onion,celery,pasta,basil,white_wine,beef,bay_leaf,rosemary,peppercorn,tomato_paste,garlic,oregano
parsley,tomato,onion,celery,pasta,basil,white_wine,beef,bay_leaf,rosemary,nutmeg
parsley,tomato,onion,celery,pasta,basil,bean,garlic,rosemary,bay_leaf,sage,potato
parsley,tomato,onion,celery,pasta,basil,eggplant,peppercorn,red_pepper,oregano,caper
parsley,tomato,onion,celery,pasta,basil,eggplant,peppercorn,red_pepper,oregano,zucchini
parsley,tomato,onion,celery,pasta,basil,pea,spring_onion,chicken_stock
parsley,tomato,onion,celery,pasta,basil,zucchini,red_pepper,peppercorn,garlic,potato,spring_onion
parsley,tomato,onion,celery,pasta,basil,zucchini,red_pepper,peppercorn,garlic,potato,oregano
parsley,tomato,onion,celery,pasta,florence_fennel,lemon,peppercorn,bay_leaf,garlic,red_pepper,white_wine
parsley,tomato,onion,celery,pasta,pork,bay_leaf,white_wine,rosemary,flour,white,sage,peppercorn,tomato_paste,garlic
parsley,tomato,onion,celery,pasta,pork,bay_leaf,white_wine,rosemary,flour,white,sage,nutmeg
parsley,tomato,onion,celery,pasta,pork,bay_leaf,white_wine,rosemary,flour,white,red_pepper,peppercorn,tomato_paste,garlic
parsley,tomato,onion,celery,pasta,pork,bay_leaf,white_wine,rosemary,beef,peppercorn,tomato_paste,garlic
parsley,tomato,onion,celery,pasta,pork,bay_leaf,white_wine,rosemary,beef,nutmeg
parsley,tomato,onion,celery,pasta,butter,flour,egg,milk,lemon
parsley,tomato,onion,celery,pasta,butter,flour,egg,milk,nutmeg
parsley,tomato,onion,celery,pasta,butter,flour,egg,potato,sage,white_wine,white,chicken_stock,nutmeg,mushroom
parsley,tomato,onion,celery,pasta,butter,flour,egg,potato,sage,white_wine,white,chicken_stock,garlic,lemon
parsley,tomato,onion,celery,pasta,butter,flour,egg,potato,sage,white_wine,white,chicken_stock,garlic,mushroom
parsley,tomato,onion,celery,pasta,milk,flour,bay_leaf,egg,lemon
parsley,tomato,onion,celery,pasta,milk,flour,bay_leaf,egg,nutmeg
parsley,tomato,onion,celery,chicken,bay_leaf,thyme,white_wine,peppercorn,garlic,basil,white,rosemary,chicken_stock,lemon,sage
parsley,tomato,onion,celery,chicken,bay_leaf,thyme,white_wine,peppercorn,garlic,basil,white,rosemary,chicken_stock,lemon,red_pepper
parsley,tomato,onion,celery,chicken,bay_leaf,thyme,white_wine,peppercorn,garlic,basil,white,rosemary,chicken_stock,mushroom,sage
parsley,tomato,onion,celery,chicken,bay_leaf,thyme,white_wine,peppercorn,garlic,basil,white,rosemary,chicken_stock,mushroom,red_pepper
parsley,tomato,onion,celery,rice,chicken_stock
parsley,tomato,onion,celery,stock,white,white_wine
parsley,tomato,onion,carrot,shoulder,rosemary,lamb
parsley,tomato,onion,carrot,shoulder,rosemary,pork
parsley,tomato,onion,carrot,ground_beef
parsley,tomato,onion,carrot,spinach,basil,pasta,flour,egg,nutmeg
parsley,tomato,onion,carrot,red_wine,bay_leaf,peppercorn,tomato_paste,garlic,rosemary,basil,beef
parsley,tomato,onion,carrot,red_wine,bay_leaf,peppercorn,tomato_paste,garlic,rosemary,basil,thyme,sage
parsley,tomato,onion,carrot,red_wine,bay_leaf,peppercorn,tomato_paste,garlic,rosemary,basil,thyme,red_pepper
parsley,tomato,onion,carrot,red_wine,bay_leaf,peppercorn,tomato_paste,garlic,rosemary,pork,sage
parsley,tomato,onion,carrot,red_wine,bay_leaf,peppercorn,tomato_paste,garlic,rosemary,pork,red_pepper
parsley,tomato,onion,carrot,red_wine,bay_leaf,peppercorn,tomato_paste,garlic,rosemary,pork,beef
parsley,tomato,onion,carrot,zucchini,red_pepper,potato,pasta,peppercorn,basil,garlic,spring_onion
parsley,tomato,onion,carrot,zucchini,red_pepper,potato,pasta,peppercorn,basil,garlic,oregano
parsley,tomato,onion,carrot,milk,flour,pasta,egg,butter,heavy_cream,lemon
parsley,tomato,onion,carrot,milk,flour,pasta,egg,butter,heavy_cream,nutmeg
parsley,tomato,onion,carrot,milk,flour,pasta,egg,bay_leaf,lemon
parsley,tomato,onion,carrot,milk,flour,pasta,egg,bay_leaf,nutmeg
parsley,tomato,onion,carrot,bean,potato,bay_leaf,pasta,basil,garlic,rosemary,sage
parsley,tomato,onion,carrot,white_wine,lamb,rosemary
parsley,tomato,onion,carrot,white_wine,florence_fennel,lemon,pasta,peppercorn,bay_leaf,garlic,red_pepper
parsley,tomato,onion,carrot,white_wine,white,butter,potato,flour,pasta,egg,chicken_stock,lemon,heavy_cream
parsley,tomato,onion,carrot,white_wine,white,butter,potato,flour,pasta,egg,chicken_stock,lemon,sage,garlic
parsley,tomato,onion,carrot,white_wine,white,butter,potato,flour,pasta,egg,chicken_stock,mushroom,heavy_cream,nutmeg
parsley,tomato,onion,carrot,white_wine,white,butter,potato,flour,pasta,egg,chicken_stock,mushroom,sage,nutmeg
parsley,tomato,onion,carrot,white_wine,white,butter,potato,flour,pasta,egg,chicken_stock,mushroom,sage,garlic
parsley,tomato,onion,carrot,white_wine,white,pork,bay_leaf,rosemary,flour,pasta,sage,peppercorn,tomato_paste,garlic
parsley,tomato,onion,carrot,white_wine,white,pork,bay_leaf,rosemary,flour,pasta,sage,nutmeg
parsley,tomato,onion,carrot,white_wine,white,pork,bay_leaf,rosemary,flour,pasta,red_pepper,peppercorn,tomato_paste,garlic
parsley,tomato,onion,carrot,white_wine,white,pork,bay_leaf,rosemary,veal,sage,peppercorn,tomato_paste,garlic
parsley,tomato,onion,carrot,white_wine,white,pork,bay_leaf,rosemary,veal,sage,nutmeg
parsley,tomato,onion,carrot,white_wine,white,fish
parsley,tomato,onion,carrot,white_wine,white,veal,rosemary,sage,chicken_stock,lemon,bay_leaf,peppercorn,garlic,chicken,thyme
parsley,tomato,onion,carrot,white_wine,white,veal,rosemary,sage,chicken_stock,lemon,bay_leaf,peppercorn,garlic,egg
parsley,tomato,onion,carrot,white_wine,white,veal,rosemary,sage,chicken_stock,mushroom,prosciutto,egg,nutmeg
parsley,tomato,onion,carrot,white_wine,white,veal,rosemary,sage,chicken_stock,mushroom,bay_leaf,peppercorn,garlic,egg
parsley,tomato,onion,carrot,white_wine,white,veal,rosemary,sage,chicken_stock,mushroom,bay_leaf,peppercorn,garlic,thyme,tomato_paste
parsley,tomato,onion,carrot,white_wine,white,veal,rosemary,sage,chicken_stock,mushroom,bay_leaf,peppercorn,garlic,thyme,chicken
parsley,tomato,onion,carrot,white_wine,white,veal,rosemary,sage,chicken_stock,mushroom,bay_leaf,nutmeg,egg
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,heavy_cream,potato,flour,chicken_stock,lemon,egg
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,heavy_cream,potato,flour,chicken_stock,lemon,thyme
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,heavy_cream,potato,flour,chicken_stock,mushroom,egg,nutmeg
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,heavy_cream,potato,flour,chicken_stock,mushroom,thyme
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,prosciutto,mushroom,flour,nutmeg,egg,rosemary,sage,chicken_stock
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,sage,flour,bay_leaf,rosemary,oregano,lemon,potato,olive_oil,egg
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,sage,flour,bay_leaf,rosemary,oregano,lemon,potato,olive_oil,thyme
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,sage,flour,bay_leaf,rosemary,oregano,lemon,potato,chicken_stock,egg
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,sage,flour,bay_leaf,rosemary,oregano,lemon,potato,chicken_stock,thyme
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,sage,flour,bay_leaf,rosemary,oregano,mushroom,egg,potato,olive_oil
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,sage,flour,bay_leaf,rosemary,oregano,mushroom,egg,potato,chicken_stock
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,sage,flour,bay_leaf,rosemary,oregano,mushroom,thyme,olive_oil,potato
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,sage,flour,bay_leaf,rosemary,oregano,mushroom,thyme,chicken_stock,tomato_paste
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,sage,flour,bay_leaf,rosemary,oregano,mushroom,thyme,chicken_stock,potato
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,red_pepper,tomato_paste,thyme,mushroom,flour,bay_leaf,rosemary,oregano,chicken_stock
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,red_pepper,lemon,spring_onion,chicken_stock,bay_leaf,rosemary,thyme,potato
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,red_pepper,lemon,oregano,olive_oil,caper,chilli,anchovy
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,red_pepper,lemon,oregano,olive_oil,rosemary,anchovy,chilli
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,red_pepper,lemon,oregano,olive_oil,rosemary,anchovy,flour
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,red_pepper,lemon,oregano,olive_oil,rosemary,potato,bay_leaf,egg,flour
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,red_pepper,lemon,oregano,olive_oil,rosemary,potato,bay_leaf,thyme,chilli
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,red_pepper,lemon,oregano,olive_oil,rosemary,potato,bay_leaf,thyme,flour
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,red_pepper,lemon,oregano,chicken_stock,potato,flour,bay_leaf,rosemary,egg
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,red_pepper,lemon,oregano,chicken_stock,potato,flour,bay_leaf,rosemary,thyme
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,red_pepper,lemon,shrimp,chilli
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,red_pepper,mushroom,potato,bay_leaf,rosemary,egg,oregano,flour,olive_oil
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,red_pepper,mushroom,potato,bay_leaf,rosemary,egg,oregano,flour,chicken_stock
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,red_pepper,mushroom,potato,bay_leaf,rosemary,thyme,olive_oil,flour,oregano
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,red_pepper,mushroom,potato,bay_leaf,rosemary,thyme,chicken_stock,flour,oregano
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,garlic,peppercorn,red_pepper,mushroom,potato,bay_leaf,rosemary,thyme,chicken_stock,spring_onion
parsley,tomato,onion,carrot,white_wine,white,basil,pasta,nutmeg,rosemary,mushroom,potato,flour,egg,bay_leaf,sage,chicken_stock
parsley,tomato,onion,carrot,white_wine,white,basil,chicken,bay_leaf,thyme,garlic,peppercorn,rosemary,chicken_stock,lemon,sage
parsley,tomato,onion,carrot,white_wine,white,basil,chicken,bay_leaf,thyme,garlic,peppercorn,rosemary,chicken_stock,lemon,red_pepper
parsley,tomato,onion,carrot,white_wine,white,basil,chicken,bay_leaf,thyme,garlic,peppercorn,rosemary,chicken_stock,mushroom,sage
parsley,tomato,onion,carrot,white_wine,white,basil,chicken,bay_leaf,thyme,garlic,peppercorn,rosemary,chicken_stock,mushroom,red_pepper
parsley,tomato,onion,carrot,white_wine,white,basil,bread,olive_oil,lemon,garlic,oregano,peppercorn,sage,flour,rosemary,potato,egg
parsley,tomato,onion,carrot,white_wine,white,basil,bread,olive_oil,lemon,garlic,oregano,peppercorn,sage,flour,rosemary,potato,thyme
parsley,tomato,onion,carrot,white_wine,white,basil,bread,olive_oil,lemon,garlic,oregano,peppercorn,red_pepper,caper,chilli,anchovy
parsley,tomato,onion,carrot,white_wine,white,basil,bread,olive_oil,lemon,garlic,oregano,peppercorn,red_pepper,rosemary,anchovy,chilli
parsley,tomato,onion,carrot,white_wine,white,basil,bread,olive_oil,lemon,garlic,oregano,peppercorn,red_pepper,rosemary,anchovy,flour
parsley,tomato,onion,carrot,white_wine,white,basil,bread,olive_oil,lemon,garlic,oregano,peppercorn,red_pepper,rosemary,potato,egg,flour
parsley,tomato,onion,carrot,white_wine,white,basil,bread,olive_oil,lemon,garlic,oregano,peppercorn,red_pepper,rosemary,potato,thyme,chilli
parsley,tomato,onion,carrot,white_wine,white,basil,bread,olive_oil,lemon,garlic,oregano,peppercorn,red_pepper,rosemary,potato,thyme,flour
parsley,tomato,onion,carrot,white_wine,white,stock
parsley,tomato,onion,carrot,white_wine,beef,bay_leaf,rosemary,pasta,basil,peppercorn,tomato_paste,garlic,oregano
parsley,tomato,onion,carrot,white_wine,beef,bay_leaf,rosemary,pasta,basil,nutmeg
parsley,tomato,onion,carrot,white_wine,beef,bay_leaf,rosemary,pasta,pork,peppercorn,tomato_paste,garlic
parsley,tomato,onion,carrot,white_wine,beef,bay_leaf,rosemary,pasta,pork,nutmeg
parsley,tomato,onion,carrot,white_wine,beef,bay_leaf,rosemary,veal,pork,peppercorn,tomato_paste,garlic
parsley,tomato,onion,carrot,white_wine,beef,bay_leaf,rosemary,veal,pork,nutmeg
parsley,tomato,onion,carrot,rice,chicken_stock
parsley,tomato,onion,carrot,pea,pasta,basil,spring_onion,chicken_stock
parsley,tomato,onion,carrot,meat,stock
parsley,tomato,onion,eggplant,red_pepper,pasta,basil,oregano,mozzarella
parsley,tomato,onion,vegetable_oil,flour,lemon,anchovy
parsley,tomato,onion,vegetable_oil,flour,lemon,egg
parsley,tomato,onion,ricotta,flour,pasta,egg,butter,heavy_cream,milk,lemon
parsley,tomato,onion,ricotta,flour,pasta,egg,butter,heavy_cream,milk,nutmeg
parsley,tomato,onion,ricotta,flour,pasta,egg,basil,heavy_cream,lemon
parsley,tomato,onion,ricotta,flour,pasta,egg,basil,heavy_cream,nutmeg
parsley,tomato,onion,ricotta,flour,pasta,egg,basil,mozzarella,oregano
parsley,tomato,onion,ricotta,flour,pasta,egg,basil,oregano,lemon
parsley,tomato,onion,ricotta,flour,pasta,egg,basil,spinach,nutmeg
parsley,tomato,onion,black_olive,caper,chilli,anchovy,peppercorn,pasta,basil,red_pepper,oregano
parsley,tomato,onion,mint,red_pepper,peppercorn,basil,pasta,garlic,oregano,lemon
parsley,tomato,onion,mint,red_pepper,peppercorn,basil,pasta,garlic,oregano,zucchini
parsley,tomato,onion,mozzarella,flour,basil,prosciutto,pasta,egg
