butter,flour
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,fish,vinegar,chilli,coriander_seed,shrimp,carrot,garlic,wine,white_pepper,chicken_stock,vegetable_oil
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,fish,vinegar,chilli,coriander_seed,shrimp,carrot,garlic,wine,white_pepper,chicken_stock,oyster
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,pork_loin
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,tomato_ketchup,vinegar,chilli,pork,hoisin_sauce
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,tomato_ketchup,vinegar,chilli,pork,shrimp
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,duck,sherry,honey,hoisin_sauce
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,duck,sherry,star_anise
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,honey,sherry,pork,bean,hoisin_sauce
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,orange,peppercorn,red_pepper
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,orange,star_anise
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,hoisin_sauce,pork,garlic,chicken_stock,oyster,sherry,bean
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,hoisin_sauce,pork,garlic,chicken_stock,oyster,sherry,carrot,red_pepper
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,hoisin_sauce,pork,garlic,chicken_stock,oyster,wine,bean
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,hoisin_sauce,pork,garlic,chicken_stock,oyster,wine,carrot,red_pepper
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,shallot,mushroom,chicken_stock,carrot,garlic,oyster,shrimp
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,tomato,garlic,red_pepper,chicken_stock
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,black_bean,garlic,chicken_stock,peppercorn,red_pepper
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,black_bean,garlic,chicken_stock,sherry,bean
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,black_bean,garlic,chicken_stock,sherry,red_pepper
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,star_anise,sherry,carrot,garlic,chicken_stock
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,celery,carrot,red_pepper,peppercorn
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,celery,carrot,red_pepper,sherry,oyster
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,flour,garlic,white_pepper,vegetable_oil,bean
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,flour,garlic,white_pepper,vegetable_oil,white
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,flour,garlic,white_pepper,oyster,bean
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,flour,garlic,white_pepper,oyster,white
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,bean,tofu,garlic,sesame,white_pepper,vegetable_oil,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,bean,tofu,garlic,sesame,white_pepper,oyster,noodle
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,bean,tofu,garlic,sesame,white_pepper,oyster,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,bean,tofu,garlic,sherry,vegetable_oil
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,bean,tofu,garlic,sherry,oyster
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,water,oyster,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,water,oyster,white_pepper,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,bean_sprout,sesame,noodle,oyster
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,garlic,peppercorn,red_pepper,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,garlic,tofu,sesame,white_pepper,vegetable_oil,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,garlic,tofu,sesame,white_pepper,oyster,noodle
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,garlic,tofu,sesame,white_pepper,oyster,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,garlic,tofu,sherry,vegetable_oil
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,garlic,tofu,sherry,oyster
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,garlic,red_pepper,vegetable_oil,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,garlic,red_pepper,vegetable_oil,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,garlic,red_pepper,oyster,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,garlic,red_pepper,oyster,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,white,water,oyster,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,white,water,oyster,white_pepper,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,white,garlic,sherry,red_pepper,vegetable_oil
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,white,garlic,sherry,red_pepper,oyster
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,white,garlic,wine,sesame,white_pepper,vegetable_oil
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,white,garlic,wine,sesame,white_pepper,oyster
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,white,garlic,wine,red_pepper,peppercorn
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,white,garlic,wine,red_pepper,vegetable_oil
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,white,garlic,wine,red_pepper,oyster
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,cucumber,carrot
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,sesame_seed,sesame
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,sesame_seed,flour
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,cabbage,pork,carrot,mushroom,chicken_stock,noodle
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,cabbage,pork,carrot,mushroom,chicken_stock,red_pepper
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,onion,red_pepper,coriander_seed,tomato,garlic,chicken_stock
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,onion,red_pepper,coriander_seed,pork,mushroom,shrimp,sherry,carrot,celery
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,onion,red_pepper,coriander_seed,pork,mushroom,shrimp,sherry,carrot,garlic,chicken_stock
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,bamboo_shoot,pork,mushroom,shrimp,white,chicken_stock,water,oyster,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,bamboo_shoot,pork,mushroom,shrimp,white,chicken_stock,water,oyster,white_pepper,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,bamboo_shoot,pork,mushroom,shrimp,white,chicken_stock,vegetable_oil,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,bamboo_shoot,pork,mushroom,shrimp,white,chicken_stock,vegetable_oil,white_pepper,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,bamboo_shoot,pork,mushroom,shrimp,carrot,vegetable_oil,chicken_stock,tofu,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,bamboo_shoot,pork,mushroom,shrimp,carrot,vegetable_oil,chicken_stock,tofu,white_pepper,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,bamboo_shoot,pork,mushroom,shrimp,carrot,oyster,celery,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,bamboo_shoot,pork,mushroom,shrimp,carrot,oyster,chicken_stock,water,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,bamboo_shoot,pork,mushroom,shrimp,carrot,oyster,chicken_stock,water,white_pepper,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,bamboo_shoot,pork,mushroom,shrimp,carrot,oyster,chicken_stock,tofu,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,bamboo_shoot,pork,mushroom,shrimp,carrot,oyster,chicken_stock,tofu,white_pepper,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,peanut,coriander_seed
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,green_pepper,red_pepper
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,cinnamon,star_anise
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,ham,bamboo_shoot,sherry,pork,mushroom,shrimp
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,spinach,pork,shrimp,tofu,chicken_stock
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,bamboo,bamboo_shoot,pork,mushroom
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,egg,pork,white_pepper,shrimp,mushroom,flour
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,egg,pork,white_pepper,shrimp,mushroom,chicken_stock
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken,pea,chicken_stock,carrot,shrimp
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,sugar,chilli,pork,flour
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,sugar,chilli,pork,star_anise
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,snow_pea,bamboo_shoot,mushroom,oyster,chicken_stock
soy_sauce,spring_onion,sesame_oil,rice,pimiento,vinegar,wine
soy_sauce,spring_onion,sesame_oil,rice,corn_oil,vinegar,chilli,red_pepper,chicken,cabbage,carrot,mushroom
soy_sauce,spring_onion,sesame_oil,rice,corn_oil,vinegar,chilli,red_pepper,chicken,coriander_seed,peppercorn,black_bean
soy_sauce,spring_onion,sesame_oil,rice,corn_oil,vinegar,chilli,red_pepper,chicken,coriander_seed,peppercorn,celery,carrot,mushroom
soy_sauce,spring_onion,sesame_oil,rice,corn_oil,vinegar,chilli,red_pepper,chicken,coriander_seed,peppercorn,celery,carrot,lemongrass
soy_sauce,spring_onion,sesame_oil,rice,grain
soy_sauce,spring_onion,sesame_oil,rice,lard,pork,flour
soy_sauce,spring_onion,sesame_oil,rice,lard,pork,wine
soy_sauce,spring_onion,sesame_oil,lettuce
soy_sauce,spring_onion,sesame_oil,malt,vinegar
soy_sauce,spring_onion,sesame_oil,stock,peanut_oil,sherry,pork,chicken
soy_sauce,spring_onion,yellow_bean,peanut_oil,bean
soy_sauce,spring_onion,potato
soy_sauce,spring_onion,sweet,bean,rice
soy_sauce,spring_onion,cider_vinegar,vinegar,red_pepper
soy_sauce,spring_onion,eggplant
soy_sauce,spring_onion,radish,vinegar,carrot
soy_sauce,spring_onion,salt
soy_sauce,spring_onion,pork_belly
soy_sauce,spring_onion,lime,shallot,chilli,coriander_seed
soy_sauce,soybean
soy_sauce,pineapple
soy_sauce,tangerine,star_anise
soy_sauce,iceberg_lettuce,peanut_oil,sesame_oil
soy_sauce,mint
soy_sauce,broccoli,sesame_oil
soy_sauce,peanut_butter
orange_juice,orange
cumin_seed,chilli,coriander_seed,ginger
ginger,pak_choi,sesame_oil
ginger,squid
ginger,tangerine,star_anise
ginger,sparerib,pork
ginger,spring_onion,shoulder,pork
ginger,spring_onion,lemon
ginger,spring_onion,sesame_oil,juice
ginger,spring_onion,sesame_oil,wonton,pork,shrimp
ginger,spring_onion,sesame_oil,red_onion,vinegar
ginger,spring_onion,sesame_oil,mustard_greens,peanut_oil
ginger,spring_onion,sesame_oil,asparagus
ginger,spring_onion,sesame_oil,corn
ginger,spring_onion,sesame_oil,crabmeat
ginger,spring_onion,sesame_oil,chive
ginger,spring_onion,sesame_oil,fillet
ginger,spring_onion,sesame_oil,scallop,shrimp
ginger,spring_onion,sesame_oil,flank_steak,peanut_oil,beef
ginger,spring_onion,sesame_oil,lamb
ginger,spring_onion,sesame_oil,napa,cabbage
ginger,spring_onion,sesame_oil,vegetable
ginger,spring_onion,sesame_oil,rice,peanut_oil,beef,chilli,coriander_seed,vinegar,bean,garlic,oyster,chicken_stock,sesame,noodle
ginger,spring_onion,sesame_oil,rice,peanut_oil,beef,chilli,coriander_seed,vinegar,bean,garlic,oyster,chicken_stock,sherry
ginger,spring_onion,sesame_oil,rice,peanut_oil,beef,chilli,coriander_seed,vinegar,carrot,celery,sherry,red_pepper,oyster
ginger,spring_onion,sesame_oil,rice,peanut_oil,beef,chilli,coriander_seed,vinegar,carrot,garlic,chicken_stock,star_anise,sherry
ginger,spring_onion,sesame_oil,rice,peanut_oil,beef,chilli,coriander_seed,vinegar,carrot,garlic,chicken_stock,oyster,sesame,noodle
ginger,spring_onion,sesame_oil,rice,peanut_oil,beef,chilli,coriander_seed,vinegar,carrot,garlic,chicken_stock,oyster,sherry,red_pepper
ginger,spring_onion,sesame_oil,rice,peanut_oil,beef,chilli,coriander_seed,onion,red_pepper,sherry,carrot,celery
ginger,spring_onion,sesame_oil,rice,peanut_oil,beef,chilli,coriander_seed,onion,red_pepper,sherry,carrot,garlic,chicken_stock
ginger,spring_onion,sesame_oil,rice,peanut_oil,fish,vinegar,chilli,coriander_seed,shrimp,carrot,garlic,wine,white_pepper,chicken_stock,vegetable_oil
ginger,spring_onion,sesame_oil,rice,peanut_oil,fish,vinegar,chilli,coriander_seed,shrimp,carrot,garlic,wine,white_pepper,chicken_stock,oyster
ginger,spring_onion,sesame_oil,rice,peanut_oil,pork_loin
ginger,spring_onion,sesame_oil,rice,peanut_oil,tomato_ketchup,vinegar,chilli,pork,hoisin_sauce
ginger,spring_onion,sesame_oil,rice,peanut_oil,tomato_ketchup,vinegar,chilli,pork,shrimp
ginger,spring_onion,sesame_oil,rice,peanut_oil,duck,sherry,honey,hoisin_sauce
ginger,spring_onion,sesame_oil,rice,peanut_oil,duck,sherry,star_anise
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,honey,sherry,pork,bean,hoisin_sauce
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,orange,peppercorn,red_pepper
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,orange,star_anise
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,hoisin_sauce,pork,garlic,chicken_stock,oyster,sherry,bean
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,hoisin_sauce,pork,garlic,chicken_stock,oyster,sherry,carrot,red_pepper
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,hoisin_sauce,pork,garlic,chicken_stock,oyster,wine,bean
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,hoisin_sauce,pork,garlic,chicken_stock,oyster,wine,carrot,red_pepper
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,shallot,mushroom,chicken_stock,carrot,garlic,oyster,shrimp
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,tomato,garlic,red_pepper,chicken_stock
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,black_bean,garlic,chicken_stock,peppercorn,red_pepper
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,black_bean,garlic,chicken_stock,sherry,bean
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,black_bean,garlic,chicken_stock,sherry,red_pepper
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,star_anise,sherry,carrot,garlic,chicken_stock
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,celery,carrot,red_pepper,peppercorn
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,celery,carrot,red_pepper,sherry,oyster
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,flour,garlic,white_pepper,vegetable_oil,bean
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,flour,garlic,white_pepper,vegetable_oil,white
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,flour,garlic,white_pepper,oyster,bean
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,flour,garlic,white_pepper,oyster,white
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,bean,tofu,garlic,sesame,white_pepper,vegetable_oil,wine
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,bean,tofu,garlic,sesame,white_pepper,oyster,noodle
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,bean,tofu,garlic,sesame,white_pepper,oyster,wine
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,bean,tofu,garlic,sherry,vegetable_oil
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,bean,tofu,garlic,sherry,oyster
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,water,oyster,sherry
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,water,oyster,white_pepper,wine
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,bean_sprout,sesame,noodle,oyster
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,garlic,peppercorn,red_pepper,wine
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,garlic,tofu,sesame,white_pepper,vegetable_oil,wine
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,garlic,tofu,sesame,white_pepper,oyster,noodle
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,garlic,tofu,sesame,white_pepper,oyster,wine
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,garlic,tofu,sherry,vegetable_oil
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,garlic,tofu,sherry,oyster
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,garlic,red_pepper,vegetable_oil,sherry
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,garlic,red_pepper,vegetable_oil,wine
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,garlic,red_pepper,oyster,sherry
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,carrot,garlic,red_pepper,oyster,wine
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,white,water,oyster,sherry
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,white,water,oyster,white_pepper,wine
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,white,garlic,sherry,red_pepper,vegetable_oil
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,white,garlic,sherry,red_pepper,oyster
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,white,garlic,wine,sesame,white_pepper,vegetable_oil
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,white,garlic,wine,sesame,white_pepper,oyster
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,white,garlic,wine,red_pepper,peppercorn
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,white,garlic,wine,red_pepper,vegetable_oil
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,pork,mushroom,shrimp,chicken_stock,white,garlic,wine,red_pepper,oyster
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,cucumber,carrot
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,sesame_seed,sesame
ginger,spring_onion,sesame_oil,rice,peanut_oil,chicken,chilli,vinegar,coriander_seed,sesame_seed,flour
