peanut_oil,flour
parsley,dry_vermouth,chicken_stock
parsley,capon,celery
parsley,capon,carrot
parsley,sugar,flour,chestnut,butter,heavy_cream,honey,onion,egg,pine_nut,raisin,celery,nutmeg,cinnamon,orange,white,rosemary,milk,bay_leaf
parsley,sugar,flour,corn,heavy_cream,milk,onion
parsley,sugar,flour,lemon,white,mascarpone,butter,heavy_cream,orange,egg,milk,almond,brandy
parsley,sugar,flour,lemon,white,mascarpone,butter,heavy_cream,orange,egg,milk,almond,egg_yolk,honey,ricotta,nutmeg,walnut
parsley,sugar,flour,lemon,white,mascarpone,butter,heavy_cream,orange,egg,milk,rosemary,brandy
parsley,sugar,flour,lemon,white,mascarpone,butter,heavy_cream,orange,egg,milk,rosemary,egg_yolk,honey,ricotta,nutmeg,walnut
parsley,sugar,flour,lemon,white,pistachio_nut,butter,heavy_cream,almond,egg_yolk,orange,ricotta,egg,cinnamon,milk
parsley,sugar,flour,lemon,white,white_wine,whipping_cream,egg,egg_yolk,milk
parsley,sugar,flour,lemon,white,white_wine,grape,walnut
parsley,sugar,flour,lemon,white,white_wine,onion,butter,almond,egg,heavy_cream,orange,olive_oil,cinnamon,peppercorn,pine_nut,egg_yolk,ricotta,bread,mint,honey
parsley,sugar,flour,lemon,white,white_wine,onion,butter,almond,egg,heavy_cream,orange,olive_oil,cinnamon,peppercorn,pine_nut,egg_yolk,ricotta,bread,mint,potato
parsley,sugar,flour,lemon,white,white_wine,onion,butter,almond,egg,heavy_cream,orange,olive_oil,cinnamon,peppercorn,pine_nut,egg_yolk,ricotta,bread,walnut,nutmeg,milk,honey,raisin
parsley,sugar,flour,lemon,white,white_wine,onion,butter,almond,egg,heavy_cream,orange,olive_oil,cinnamon,peppercorn,pine_nut,egg_yolk,ricotta,bread,walnut,nutmeg,milk,potato
parsley,sugar,flour,lemon,white,white_wine,onion,butter,almond,egg,heavy_cream,orange,olive_oil,cinnamon,peppercorn,rice,potato,mint
parsley,sugar,flour,lemon,white,white_wine,onion,butter,almond,egg,heavy_cream,orange,olive_oil,cinnamon,peppercorn,rice,potato,nutmeg,milk
parsley,sugar,flour,lemon,white,white_wine,onion,butter,almond,egg,heavy_cream,orange,brandy,milk
parsley,sugar,flour,lemon,white,white_wine,onion,butter,almond,egg,heavy_cream,cream,potato,ricotta,cinnamon,nutmeg,milk,egg_yolk
parsley,sugar,flour,lemon,white,white_wine,onion,butter,almond,egg,plain_flour,egg_yolk,nutmeg,cinnamon,ricotta,milk,olive_oil,orange,walnut,honey
parsley,sugar,flour,lemon,white,white_wine,onion,butter,almond,egg,plain_flour,egg_yolk,nutmeg,cinnamon,ricotta,milk,olive_oil,orange,walnut,potato
parsley,sugar,flour,lemon,white,white_wine,onion,butter,almond,egg,plain_flour,egg_yolk,nutmeg,cinnamon,ricotta,milk,cream,potato
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,heavy_cream,egg,bay_leaf,vegetable_oil,salt,vinegar,red_wine,potato
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,heavy_cream,egg,bay_leaf,vegetable_oil,cinnamon,pine_nut,egg_yolk,bread,vinegar,ricotta,honey,nutmeg,raisin
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,heavy_cream,egg,bay_leaf,vegetable_oil,cinnamon,pine_nut,egg_yolk,bread,vinegar,ricotta,honey,mint
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,heavy_cream,egg,bay_leaf,vegetable_oil,cinnamon,pine_nut,egg_yolk,bread,vinegar,ricotta,potato,nutmeg
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,heavy_cream,egg,bay_leaf,vegetable_oil,cinnamon,pine_nut,egg_yolk,bread,vinegar,ricotta,potato,mint
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,heavy_cream,egg,bay_leaf,vegetable_oil,cinnamon,pine_nut,egg_yolk,bread,vinegar,red_wine,honey,nutmeg,raisin
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,heavy_cream,egg,bay_leaf,vegetable_oil,cinnamon,pine_nut,egg_yolk,bread,vinegar,red_wine,honey,mint
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,heavy_cream,egg,bay_leaf,vegetable_oil,cinnamon,pine_nut,egg_yolk,bread,vinegar,red_wine,potato,nutmeg
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,heavy_cream,egg,bay_leaf,vegetable_oil,cinnamon,pine_nut,egg_yolk,bread,vinegar,red_wine,potato,mint
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,heavy_cream,egg,bay_leaf,vegetable_oil,cinnamon,pine_nut,egg_yolk,bread,milk,nutmeg,honey,raisin,ricotta
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,heavy_cream,egg,bay_leaf,vegetable_oil,cinnamon,pine_nut,egg_yolk,bread,milk,nutmeg,honey,raisin,red_wine
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,heavy_cream,egg,bay_leaf,vegetable_oil,cinnamon,pine_nut,egg_yolk,bread,milk,nutmeg,potato,ricotta
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,heavy_cream,egg,bay_leaf,vegetable_oil,cinnamon,pine_nut,egg_yolk,bread,milk,nutmeg,potato,red_wine
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,heavy_cream,egg,bay_leaf,vegetable_oil,cinnamon,rice,potato,mint
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,heavy_cream,egg,bay_leaf,vegetable_oil,cinnamon,rice,potato,nutmeg,milk
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,heavy_cream,egg,walnut,pine_nut,egg_yolk,nutmeg,cinnamon,ricotta,bread,honey,raisin,vinegar
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,heavy_cream,egg,walnut,pine_nut,egg_yolk,nutmeg,cinnamon,ricotta,bread,honey,raisin,milk
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,heavy_cream,egg,walnut,pine_nut,egg_yolk,nutmeg,cinnamon,ricotta,bread,potato,vinegar
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,heavy_cream,egg,walnut,pine_nut,egg_yolk,nutmeg,cinnamon,ricotta,bread,potato,milk
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,fennel_seed,potato,bay_leaf,salt,red_wine
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,fennel_seed,potato,bay_leaf,mint,pine_nut,bread,ricotta
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,peppercorn,fennel_seed,potato,bay_leaf,mint,pine_nut,bread,red_wine
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,plain_flour,egg_yolk,nutmeg,cinnamon,ricotta,egg,milk,honey,vegetable_oil,bay_leaf
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,plain_flour,egg_yolk,nutmeg,cinnamon,ricotta,egg,milk,honey,walnut
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,plain_flour,egg_yolk,nutmeg,cinnamon,ricotta,egg,milk,potato,vegetable_oil,bay_leaf
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,orange,plain_flour,egg_yolk,nutmeg,cinnamon,ricotta,egg,milk,potato,walnut
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,olive_oil,cornmeal,bay_leaf,raisin,peppercorn,milk,egg,egg_yolk,bread
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,celery,brandy,orange,heavy_cream,bay_leaf,egg,milk
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,cream,potato,bay_leaf,egg_yolk,nutmeg,cinnamon,egg,milk,ricotta,heavy_cream
parsley,sugar,flour,lemon,white,white_wine,onion,butter,rosemary,cream,potato,bay_leaf,egg_yolk,nutmeg,cinnamon,egg,milk,ricotta,plain_flour
parsley,sugar,flour,lemon,white,white_wine,onion,lard,egg,bay_leaf,egg_yolk,celery,cinnamon,orange,rosemary,ricotta,plain_flour
parsley,sugar,flour,lemon,white,white_wine,onion,lard,egg,bay_leaf,egg_yolk,celery,cinnamon,orange,rosemary,ricotta,raisin,bread
parsley,sugar,flour,lemon,white,white_wine,onion,lard,egg,bay_leaf,egg_yolk,celery,cinnamon,orange,rosemary,red_wine,raisin,bread
parsley,sugar,flour,lemon,pastry,butter,heavy_cream,egg_yolk,orange,ricotta,egg,cinnamon,milk
parsley,sugar,flour,lemon,wine,butter,onion,cinnamon,egg,orange,milk,celery,bay_leaf,rosemary
parsley,sugar,flour,lemon,wine,butter,onion,cinnamon,egg,orange,milk,almond
parsley,sugar,wine_vinegar,rosemary,lemon,celery,onion,orange,bay_leaf,olive_oil,red_wine,white_wine,peppercorn,white,vinegar,vegetable_oil,egg,pine_nut,cinnamon,bread,honey,raisin
parsley,sugar,wine_vinegar,rosemary,lemon,celery,onion,orange,bay_leaf,olive_oil,red_wine,white_wine,peppercorn,white,vinegar,vegetable_oil,egg,pine_nut,cinnamon,bread,honey,mint
parsley,sugar,wine_vinegar,rosemary,lemon,celery,onion,orange,bay_leaf,olive_oil,red_wine,white_wine,peppercorn,white,vinegar,vegetable_oil,egg,pine_nut,cinnamon,bread,potato,mint
parsley,sugar,wine_vinegar,rosemary,lemon,celery,onion,orange,bay_leaf,olive_oil,red_wine,white_wine,peppercorn,white,vinegar,vegetable_oil,egg,salt,potato
parsley,sugar,wine_vinegar,rosemary,lemon,celery,onion,orange,bay_leaf,olive_oil,red_wine,white_wine,peppercorn,white,fennel_seed,potato,pine_nut,mint,bread
parsley,sugar,wine_vinegar,rosemary,lemon,celery,onion,orange,bay_leaf,olive_oil,red_wine,white_wine,peppercorn,white,fennel_seed,potato,salt
parsley,sugar,wine_vinegar,rosemary,lemon,celery,onion,orange,bay_leaf,wine,egg,cinnamon
parsley,tomato,romaine_lettuce,celery
parsley,tomato,spaghettini,chilli,basil,pasta,olive_oil,garlic,red_pepper
parsley,tomato,currant,pine_nut
parsley,tomato,mascarpone,milk,heavy_cream,butter,lemon,flour,egg,white,almond,orange,brandy,pasta
parsley,tomato,mascarpone,milk,heavy_cream,butter,lemon,flour,egg,white,almond,orange,egg_yolk,walnut,nutmeg,basil,ricotta,honey
parsley,tomato,mascarpone,milk,heavy_cream,butter,lemon,flour,egg,white,almond,orange,egg_yolk,walnut,nutmeg,basil,ricotta,pasta
parsley,tomato,mascarpone,milk,heavy_cream,butter,lemon,flour,egg,white,thyme,rosemary,orange,brandy,pasta,mushroom
parsley,tomato,mascarpone,milk,heavy_cream,butter,lemon,flour,egg,white,thyme,rosemary,orange,egg_yolk,basil,nutmeg,ricotta,honey,walnut
parsley,tomato,mascarpone,milk,heavy_cream,butter,lemon,flour,egg,white,thyme,rosemary,orange,egg_yolk,basil,nutmeg,ricotta,oregano,pasta,mushroom,chicken_stock
parsley,tomato,mascarpone,milk,heavy_cream,butter,lemon,flour,egg,white,thyme,rosemary,orange,egg_yolk,basil,nutmeg,ricotta,oregano,pasta,walnut
parsley,tomato,mascarpone,milk,heavy_cream,butter,lemon,flour,egg,white,thyme,rosemary,polenta,basil,nutmeg,mushroom,oregano,chicken_stock
parsley,tomato,baguette,caper,peppercorn,basil,red_pepper
parsley,tomato,grape,flour,white,walnut,lemon,white_wine
parsley,tomato,littleneck_clam,red_pepper,white_wine,shrimp,pasta,peppercorn,mussel,white,garlic
parsley,tomato,sirloin,beef
parsley,tomato,macaroni,pasta
parsley,tomato,goat_cheese,vinegar,thyme,peppercorn,pasta,basil,flour,red_pepper
parsley,tomato,mayonnaise,caper,olive_oil,anchovy,lemon,tuna,egg,red_pepper,celery
parsley,tomato,mayonnaise,caper,olive_oil,anchovy,lemon,tuna,egg,red_pepper,carrot
parsley,tomato,sea_scallop,white_wine,shrimp
parsley,tomato,vermicelli,pasta
parsley,tomato,sole,white,white_wine
parsley,tomato,salmon,caper,peppercorn,basil,lemon
parsley,tomato,ziti,pasta,basil
parsley,tomato,couscous
parsley,tomato,cucumber,florence_fennel,caper,olive_oil,red_onion,lemon,red_pepper,basil,spring_onion,oregano,peppercorn,mint,bread,celery
parsley,tomato,cucumber,florence_fennel,caper,olive_oil,red_onion,lemon,red_pepper,basil,spring_onion,oregano,peppercorn,mint,bread,carrot
parsley,tomato,mullet,bay_leaf,lemon,white_wine
parsley,tomato,onion,lasagne,mozzarella,basil,pasta,ricotta,nutmeg,milk
parsley,tomato,onion,salt_cod,olive_oil,potato,lemon,white_wine
parsley,tomato,onion,sea_bass,florence_fennel,rosemary,white,lemon,oregano,white_wine
parsley,tomato,onion,corn,heavy_cream,flour,milk,red_pepper
parsley,tomato,onion,almond,lemon,flour,butter,egg,wine,orange,milk,basil,anchovy
parsley,tomato,onion,almond,lemon,flour,butter,egg,wine,orange,milk,cinnamon
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,basil,plain_flour,egg_yolk,walnut,ricotta,nutmeg,milk,honey
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,basil,plain_flour,egg_yolk,walnut,ricotta,nutmeg,milk,potato
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,basil,red_pepper,peppercorn,caper,anchovy,pine_nut,pasta,bread,raisin,egg_yolk
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,basil,red_pepper,peppercorn,caper,anchovy,pine_nut,pasta,bread,mint,potato,chilli
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,basil,red_pepper,peppercorn,caper,anchovy,pine_nut,pasta,bread,mint,potato,egg_yolk
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,basil,red_pepper,peppercorn,heavy_cream,pine_nut,ricotta,bread,chilli,pasta,anchovy,potato,mint
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,basil,red_pepper,peppercorn,heavy_cream,pine_nut,ricotta,bread,chilli,pasta,anchovy,potato,nutmeg
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,basil,red_pepper,peppercorn,heavy_cream,pine_nut,ricotta,bread,egg_yolk,mint,honey
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,basil,red_pepper,peppercorn,heavy_cream,pine_nut,ricotta,bread,egg_yolk,mint,pasta,anchovy,potato
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,basil,red_pepper,peppercorn,heavy_cream,pine_nut,ricotta,bread,egg_yolk,nutmeg,milk,raisin,honey,walnut
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,basil,red_pepper,peppercorn,heavy_cream,pine_nut,ricotta,bread,egg_yolk,nutmeg,milk,raisin,pasta,anchovy
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,basil,red_pepper,peppercorn,heavy_cream,pine_nut,ricotta,bread,egg_yolk,nutmeg,milk,raisin,pasta,walnut
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,basil,red_pepper,peppercorn,heavy_cream,pine_nut,ricotta,bread,egg_yolk,nutmeg,milk,potato,pasta,anchovy
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,basil,red_pepper,peppercorn,heavy_cream,pine_nut,ricotta,bread,egg_yolk,nutmeg,milk,potato,pasta,walnut
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,basil,red_pepper,peppercorn,heavy_cream,rice,potato,chilli,mint
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,basil,red_pepper,peppercorn,heavy_cream,rice,potato,chilli,nutmeg
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,basil,red_pepper,peppercorn,heavy_cream,rice,potato,milk,nutmeg
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,cinnamon,heavy_cream,red_pepper,peppercorn,pine_nut,ricotta,bread,chilli,pasta,potato,nutmeg
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,cinnamon,heavy_cream,red_pepper,peppercorn,pine_nut,ricotta,bread,chilli,pasta,potato,mint
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,cinnamon,heavy_cream,red_pepper,peppercorn,pine_nut,ricotta,bread,egg_yolk,mint,honey
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,cinnamon,heavy_cream,red_pepper,peppercorn,pine_nut,ricotta,bread,egg_yolk,mint,pasta,potato
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,cinnamon,heavy_cream,red_pepper,peppercorn,pine_nut,ricotta,bread,egg_yolk,walnut,nutmeg,milk,honey,raisin
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,cinnamon,heavy_cream,red_pepper,peppercorn,pine_nut,ricotta,bread,egg_yolk,walnut,nutmeg,milk,pasta,raisin
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,cinnamon,heavy_cream,red_pepper,peppercorn,pine_nut,ricotta,bread,egg_yolk,walnut,nutmeg,milk,pasta,potato
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,cinnamon,heavy_cream,red_pepper,peppercorn,rice,potato,chilli,mint
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,cinnamon,heavy_cream,red_pepper,peppercorn,rice,potato,chilli,nutmeg
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,cinnamon,heavy_cream,red_pepper,peppercorn,rice,potato,milk,nutmeg
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,cinnamon,plain_flour,egg_yolk,walnut,ricotta,nutmeg,milk,honey
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,olive_oil,garlic,cinnamon,plain_flour,egg_yolk,walnut,ricotta,nutmeg,milk,potato
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,orange,brandy,pasta,heavy_cream,anchovy,milk,red_pepper
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,cream,potato,egg_yolk,nutmeg,garlic,ricotta,milk,pasta,heavy_cream,basil
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,cream,potato,egg_yolk,nutmeg,garlic,ricotta,milk,pasta,heavy_cream,cinnamon
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,cream,potato,egg_yolk,nutmeg,garlic,ricotta,milk,plain_flour,basil
parsley,tomato,onion,almond,lemon,flour,butter,egg,white_wine,white,cream,potato,egg_yolk,nutmeg,garlic,ricotta,milk,plain_flour,cinnamon
parsley,tomato,onion,ginger,chilli,nutmeg,lemon,coriander_seed,cinnamon,red_pepper
parsley,tomato,onion,broccoli,cheese,olive_oil,chilli,anchovy,red_pepper,pine_nut,pasta,peppercorn,carrot,basil,garlic,zucchini,cauliflower
parsley,tomato,onion,broccoli,cheese,olive_oil,chilli,anchovy,red_pepper,pine_nut,pasta,peppercorn,carrot,basil,garlic,zucchini,chicken_stock
parsley,tomato,onion,celery,sunflower_oil,plain_flour,rosemary,basil,flour,egg,bay_leaf,lemon
parsley,tomato,onion,celery,fettuccine,pasta,basil,heavy_cream,mushroom
parsley,tomato,onion,celery,white_wine,cauliflower,olive_oil,caper,florence_fennel,red_onion,anchovy,bay_leaf,lemon,red_pepper,potato,chilli,pine_nut,basil,garlic,peppercorn,black_olive,bread,flour,pasta,cheese,zucchini
parsley,tomato,onion,celery,white_wine,cauliflower,olive_oil,caper,florence_fennel,red_onion,anchovy,bay_leaf,lemon,red_pepper,potato,chilli,pine_nut,basil,garlic,peppercorn,black_olive,bread,flour,pasta,green_olive
parsley,tomato,onion,celery,white_wine,cauliflower,olive_oil,caper,florence_fennel,red_onion,anchovy,bay_leaf,lemon,red_pepper,potato,chilli,pine_nut,basil,garlic,peppercorn,black_olive,bread,wine_vinegar,green_olive
parsley,tomato,onion,celery,white_wine,cauliflower,olive_oil,caper,florence_fennel,red_onion,anchovy,bay_leaf,lemon,red_pepper,potato,chilli,pine_nut,basil,garlic,peppercorn,black_olive,bread,wine_vinegar,zucchini
parsley,tomato,onion,celery,white_wine,herb,pasta,vinegar,egg,garlic,spring_onion
parsley,tomato,onion,celery,white_wine,green_pepper,caper,red_pepper,potato,pasta,basil,peppercorn,chicken,garlic
parsley,tomato,onion,celery,white_wine,fava_bean,florence_fennel,cheese,olive_oil,red_onion,lemon,red_pepper,zucchini,potato,globe_artichoke,basil,pasta,prosciutto,spring_onion,peppercorn,mint,chicken_stock,pea,asparagus
parsley,tomato,onion,celery,white_wine,fava_bean,florence_fennel,cheese,olive_oil,red_onion,lemon,red_pepper,zucchini,potato,globe_artichoke,basil,pasta,prosciutto,spring_onion,peppercorn,mint,chicken_stock,pea,chilli,bread
parsley,tomato,onion,celery,white_wine,radicchio,florence_fennel,olive_oil,vinegar,red_onion,lemon,thyme,pasta,garlic,rosemary,rocket,red_pepper
parsley,tomato,onion,celery,white_wine,white,ham,cheese,nutmeg,pork,sage,oregano,chicken,milk,butter,heavy_cream,mushroom,beef,thyme,spinach,potato,flour,egg,bay_leaf,mozzarella,basil,tomato_paste,veal,spring_onion,pasta,ricotta,chicken_stock,rosemary,pea,bread
parsley,tomato,onion,celery,white_wine,white,tarragon,caper,olive_oil,anchovy,lemon,red_pepper,thyme,shallot,peppercorn,chive,basil,oregano
parsley,tomato,onion,celery,white_wine,white,garlic,white_bread,red_onion,mushroom,beef,flour,egg,butter,mozzarella,oregano,basil,veal,rosemary,olive_oil,anchovy,lemon,caper
parsley,tomato,onion,celery,white_wine,white,garlic,white_bread,red_onion,mushroom,beef,flour,egg,butter,mozzarella,oregano,basil,veal,rosemary,olive_oil,anchovy,lemon,nutmeg,milk
parsley,tomato,onion,celery,white_wine,white,garlic,white_bread,red_onion,mushroom,beef,flour,egg,butter,mozzarella,oregano,basil,veal,rosemary,ground_beef,nutmeg,milk
parsley,tomato,onion,celery,white_wine,white,garlic,peppercorn,turkey,pork,mushroom,sage,rosemary,chicken,nutmeg,spring_onion,chicken_stock
parsley,tomato,onion,celery,white_wine,white,garlic,peppercorn,juniper_berry,thyme,bay_leaf,red_wine,sage,red_onion,rosemary,olive_oil,pork,beef,tomato_paste,nutmeg,chicken_stock,veal,mushroom
parsley,tomato,onion,celery,white_wine,white,garlic,peppercorn,juniper_berry,thyme,bay_leaf,red_wine,sage,red_onion,rosemary,olive_oil,pork,beef,tomato_paste,nutmeg,chicken_stock,cinnamon
parsley,tomato,onion,celery,white_wine,white,garlic,peppercorn,juniper_berry,thyme,bay_leaf,red_wine,sage,red_onion,rosemary,olive_oil,wine_vinegar,cinnamon
