orange_peel,orange
onion,parsley,bay_leaf,carrot,chilli,tomato,vinegar,red_pepper,celery,garlic,spring_onion,lemon,peppercorn,coriander_seed,fish,potato
onion,parsley,bay_leaf,carrot,chilli,tomato,vinegar,red_pepper,celery,garlic,spring_onion,lemon,peppercorn,coriander_seed,ginger
onion,parsley,bay_leaf,carrot,sausage,tomato,pork,potato,bacon,celery,white_wine,garlic,spring_onion,chicken_stock
onion,parsley,bay_leaf,carrot,fennel_seed,tomato,red_pepper,coriander_seed,saffron,white_wine,celery,orange,peppercorn,fennel,white,garlic,spring_onion
onion,parsley,bay_leaf,carrot,salt_pork
onion,parsley,bay_leaf,carrot,leg,peppercorn,garlic,lamb
onion,parsley,bay_leaf,carrot,leg,peppercorn,garlic,pork,duck
onion,parsley,bay_leaf,carrot,shallot,vegetable_marrow,veal,spring_onion,boeuf
onion,parsley,bay_leaf,carrot,shallot,chicken_liver,butter,mushroom,nutmeg,bacon,poulet,pork
onion,parsley,bay_leaf,carrot,shallot,chicken_liver,butter,mushroom,nutmeg,bacon,poulet,egg
onion,parsley,bay_leaf,carrot,shallot,green_bean,tomato,potato,celery,garlic,spring_onion,white_turnip,pea
onion,parsley,bay_leaf,carrot,shallot,green_bean,tomato,potato,celery,garlic,spring_onion,basil
onion,parsley,bay_leaf,carrot,shallot,red_wine,celery,orange,tomato,butter,mushroom,veal,brandy,egg
onion,parsley,bay_leaf,carrot,shallot,red_wine,celery,orange,tomato,butter,mushroom,veal,potato,garlic,spring_onion,peppercorn,vinegar,chicken_stock,tomato_paste,egg
onion,parsley,bay_leaf,carrot,shallot,red_wine,celery,orange,tomato,butter,mushroom,veal,potato,garlic,spring_onion,peppercorn,vinegar,chicken_stock,duck
onion,parsley,bay_leaf,carrot,shallot,red_wine,celery,orange,tomato,butter,mushroom,veal,potato,garlic,spring_onion,peppercorn,boeuf,tomato_paste,egg
onion,parsley,bay_leaf,carrot,shallot,red_wine,celery,celery_root,peppercorn,poulet,chicken_stock,spring_onion,potato
onion,parsley,bay_leaf,carrot,shallot,red_wine,celery,bacon,juniper_berry,pork,potato,peppercorn,garlic,veal,spring_onion,duck
onion,parsley,bay_leaf,carrot,shallot,red_wine,celery,bacon,mushroom,tomato,brandy,butter,veal,poulet,pork
onion,parsley,bay_leaf,carrot,shallot,red_wine,celery,bacon,mushroom,tomato,brandy,butter,veal,poulet,egg
onion,parsley,bay_leaf,carrot,shallot,red_wine,celery,bacon,mushroom,tomato,potato,garlic,peppercorn,spring_onion,butter,veal,poulet,pork,boeuf
onion,parsley,bay_leaf,carrot,shallot,red_wine,celery,bacon,mushroom,tomato,potato,garlic,peppercorn,spring_onion,butter,veal,poulet,pork,chicken_stock
onion,parsley,bay_leaf,carrot,shallot,red_wine,celery,bacon,mushroom,tomato,potato,garlic,peppercorn,spring_onion,butter,veal,poulet,tomato_paste,egg,vinegar,chicken_stock
onion,parsley,bay_leaf,carrot,shallot,red_wine,celery,bacon,mushroom,tomato,potato,garlic,peppercorn,spring_onion,butter,veal,poulet,tomato_paste,egg,boeuf
onion,parsley,bay_leaf,carrot,shallot,red_wine,celery,bacon,mushroom,tomato,potato,garlic,peppercorn,spring_onion,butter,veal,duck,chicken_stock,vinegar
onion,parsley,bay_leaf,carrot,shallot,red_wine,celery,bacon,mushroom,tomato,potato,garlic,peppercorn,spring_onion,butter,veal,duck,chicken_stock,pork
onion,parsley,bay_leaf,carrot,shallot,red_wine,celery,bacon,mushroom,tomato,potato,garlic,peppercorn,spring_onion,rosemary,vinegar,poulet,chicken_stock
onion,parsley,bay_leaf,carrot,shallot,red_wine,celery,bacon,mushroom,tomato,potato,garlic,peppercorn,beef_stock,boeuf,pork
onion,parsley,bay_leaf,carrot,shallot,red_wine,celery,bacon,mushroom,tomato,potato,garlic,peppercorn,beef_stock,boeuf,tomato_paste
onion,parsley,bay_leaf,carrot,shallot,red_wine,celery,bacon,mushroom,rabbit,pork,garlic
onion,parsley,bay_leaf,carrot,shallot,red_wine,wine_vinegar,peppercorn,butter,tomato,garlic,spring_onion
onion,parsley,bay_leaf,carrot,shallot,red_wine,cinnamon,butter,tomato,peppercorn,garlic,orange,egg
onion,parsley,bay_leaf,carrot,shallot,red_wine,cinnamon,butter,tomato,peppercorn,garlic,poulet,pork
onion,parsley,bay_leaf,carrot,shallot,red_wine,cinnamon,butter,tomato,peppercorn,garlic,poulet,egg
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,brandy,butter,mushroom,veal,nutmeg,flour,egg,milk,heavy_cream,lemon,orange
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,brandy,butter,mushroom,veal,nutmeg,flour,egg,milk,heavy_cream,lemon,poulet
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,brandy,butter,mushroom,veal,nutmeg,flour,egg,milk,heavy_cream,bacon,poulet
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,brandy,butter,mushroom,veal,nutmeg,flour,egg,milk,cream,lemon,orange
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,brandy,butter,mushroom,veal,nutmeg,flour,egg,milk,cream,lemon,poulet
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,brandy,butter,mushroom,veal,nutmeg,flour,egg,milk,cream,bacon,poulet
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,brandy,butter,mushroom,veal,nutmeg,pork,poulet,bacon
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,peanut_oil,lemon,tarragon,mushroom,potato,egg_yolk,chive,vinegar
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,peanut_oil,lemon,tarragon,mushroom,potato,egg_yolk,chive,flour
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,peanut_oil,lemon,tarragon,mushroom,potato,egg_yolk,white_pepper,vinegar
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,peanut_oil,lemon,tarragon,mushroom,potato,egg_yolk,white_pepper,flour
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,truffle,butter,mushroom,tarragon,potato,flour,egg,vegetable_oil,egg_yolk,peppercorn
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,truffle,butter,mushroom,tarragon,potato,flour,egg,vegetable_oil,egg_yolk,milk
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,truffle,butter,mushroom,tarragon,potato,flour,egg,veal,nutmeg,poulet,bread,bacon,peppercorn,jambon
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,truffle,butter,mushroom,tarragon,potato,flour,egg,veal,nutmeg,poulet,bread,bacon,peppercorn,chicken_stock,heavy_cream
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,truffle,butter,mushroom,tarragon,potato,flour,egg,veal,nutmeg,poulet,bread,bacon,peppercorn,chicken_stock,cream
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,truffle,butter,mushroom,tarragon,potato,flour,egg,veal,nutmeg,poulet,bread,bacon,milk,jambon
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,truffle,butter,mushroom,tarragon,potato,flour,egg,veal,nutmeg,poulet,bread,bacon,milk,chicken_stock,heavy_cream
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,truffle,butter,mushroom,tarragon,potato,flour,egg,veal,nutmeg,poulet,bread,bacon,milk,chicken_stock,cream
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,truffle,butter,mushroom,tarragon,potato,flour,egg,veal,nutmeg,poulet,bread,egg_yolk,chicken_stock,peppercorn,heavy_cream
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,truffle,butter,mushroom,tarragon,potato,flour,egg,veal,nutmeg,poulet,bread,egg_yolk,chicken_stock,peppercorn,cream
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,truffle,butter,mushroom,tarragon,potato,flour,egg,veal,nutmeg,poulet,bread,egg_yolk,chicken_stock,milk,heavy_cream
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,truffle,butter,mushroom,tarragon,potato,flour,egg,veal,nutmeg,poulet,bread,egg_yolk,chicken_stock,milk,cream
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,truffle,butter,mushroom,tarragon,potato,pork,bacon,nutmeg,veal,peppercorn,poulet,bread,jambon
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,truffle,butter,mushroom,tarragon,potato,pork,bacon,nutmeg,veal,peppercorn,poulet,bread,chicken_stock
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,rice,egg_yolk,butter,mushroom,egg,heavy_cream,red_pepper,vinegar,poulet,chicken_stock
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,rice,egg_yolk,butter,mushroom,egg,heavy_cream,red_pepper,vinegar,fish
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,rice,egg_yolk,butter,mushroom,egg,heavy_cream,red_pepper,nutmeg,milk,poulet,flour,chicken_stock
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,rice,egg_yolk,butter,mushroom,egg,heavy_cream,red_pepper,nutmeg,milk,fish
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,rice,egg_yolk,butter,mushroom,egg,stock,flour,poulet,nutmeg
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,rice,egg_yolk,saffron,red_pepper,fish
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,rice,egg_yolk,saffron,red_pepper,chicken_stock
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,lobster,butter,tarragon,fish,tomato_paste,red_pepper,heavy_cream
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,lobster,butter,tarragon,fish,tomato_paste,red_pepper,fennel
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,shrimp,butter,red_pepper,fish,egg_yolk,heavy_cream,mussel
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,shrimp,butter,red_pepper,fish,egg_yolk,heavy_cream,lemon,mushroom
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,shrimp,butter,red_pepper,fish,egg_yolk,cream,lemon,mushroom
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,caper,butter,red_pepper,tarragon,peppercorn,egg,vinegar,lemon,chive,vegetable_oil,egg_yolk
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,caper,butter,red_pepper,tarragon,peppercorn,egg,vinegar,lemon,chive,chervil,basil
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,caper,butter,red_pepper,tarragon,peppercorn,egg,vinegar,lemon,chive,chervil,egg_yolk
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,caper,butter,red_pepper,tarragon,peppercorn,egg,boeuf,egg_yolk
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,olive_oil,lemon,red_pepper,vinegar,butter,orange,peppercorn,basil,fennel
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,olive_oil,lemon,red_pepper,vinegar,butter,orange,peppercorn,basil,egg
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,olive_oil,lemon,red_pepper,vinegar,butter,orange,peppercorn,egg_yolk,fennel
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,olive_oil,lemon,red_pepper,vinegar,butter,orange,peppercorn,egg_yolk,egg
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,olive_oil,lemon,red_pepper,vinegar,butter,tarragon,basil,chive,peppercorn,fennel
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,olive_oil,lemon,red_pepper,vinegar,butter,tarragon,basil,chive,peppercorn,egg
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,olive_oil,lemon,red_pepper,vinegar,butter,tarragon,egg_yolk,chive,peppercorn,fennel
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,olive_oil,lemon,red_pepper,vinegar,butter,tarragon,egg_yolk,chive,peppercorn,egg
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,olive_oil,lemon,red_pepper,vinegar,butter,tarragon,egg_yolk,white_pepper,egg
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,olive_oil,lemon,red_pepper,vinegar,rosemary,peppercorn,basil
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,olive_oil,lemon,red_pepper,saffron,peppercorn,orange,fennel,basil
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,olive_oil,lemon,red_pepper,saffron,peppercorn,orange,fennel,egg_yolk
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,lamb,bacon,peppercorn,rosemary
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,lamb,bacon,peppercorn,veal,shoulder,white_turnip
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,lamb,bacon,peppercorn,veal,tomato_paste
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,orange,red_pepper,lemon,basil,peppercorn,chicken_stock,heavy_cream,veal,egg,vinegar,tomato_paste
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,orange,red_pepper,lemon,basil,peppercorn,chicken_stock,heavy_cream,veal,egg,nutmeg,flour
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,orange,red_pepper,lemon,basil,peppercorn,chicken_stock,fennel,vinegar,tomato_paste
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,orange,red_pepper,lemon,egg_yolk,peppercorn,fish,tomato_paste,fennel,vinegar
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,orange,red_pepper,lemon,egg_yolk,peppercorn,fish,tomato_paste,egg,heavy_cream,vinegar
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,orange,red_pepper,lemon,egg_yolk,peppercorn,fish,tomato_paste,egg,cream
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,orange,red_pepper,lemon,egg_yolk,peppercorn,fish,nutmeg,egg,heavy_cream
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,orange,red_pepper,lemon,egg_yolk,peppercorn,fish,nutmeg,egg,cream
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,orange,red_pepper,lemon,egg_yolk,peppercorn,chicken_stock,fennel,vinegar,tomato_paste
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,orange,red_pepper,lemon,egg_yolk,peppercorn,chicken_stock,veal,egg,heavy_cream,vinegar,tomato_paste
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,orange,red_pepper,lemon,egg_yolk,peppercorn,chicken_stock,veal,egg,heavy_cream,nutmeg,flour
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,orange,red_pepper,lemon,egg_yolk,peppercorn,chicken_stock,veal,egg,cream,flour,nutmeg
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,orange,red_pepper,lemon,egg_yolk,peppercorn,chicken_stock,veal,egg,cream,tomato_paste
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,orange,red_pepper,lemon,egg_yolk,milk,nutmeg,egg,heavy_cream,flour,veal,chicken_stock
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,orange,red_pepper,lemon,egg_yolk,milk,nutmeg,egg,heavy_cream,fish
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,orange,red_pepper,lemon,egg_yolk,milk,nutmeg,egg,cream,flour,veal,chicken_stock
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,orange,red_pepper,lemon,egg_yolk,milk,nutmeg,egg,cream,fish
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,orange,red_pepper,boeuf,egg_yolk,peppercorn,veal,egg,flour,nutmeg
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,orange,red_pepper,boeuf,egg_yolk,peppercorn,veal,egg,tomato_paste
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,orange,duck,peppercorn,vinegar,veal,chicken_stock
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,herb,red_pepper,boeuf,veal,pork,bacon
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,herb,red_pepper,boeuf,veal,egg,bacon
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,herb,red_pepper,boeuf,veal,egg,egg_yolk
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,white_turnip,pork,bacon,veal,peppercorn,poulet,boeuf
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,white_turnip,pork,bacon,veal,peppercorn,poulet,chicken_stock
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,white_turnip,pork,bacon,veal,peppercorn,duck,chicken_stock
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,white_turnip,pork,bacon,veal,stock,poulet,boeuf
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,stock,nutmeg,veal,poulet,pork,bacon,jambon
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,stock,nutmeg,veal,poulet,pork,bacon,boeuf
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,stock,nutmeg,veal,poulet,egg,flour,bacon,jambon
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,stock,nutmeg,veal,poulet,egg,flour,bacon,boeuf
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,stock,nutmeg,veal,poulet,egg,flour,egg_yolk,boeuf
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,stock,nutmeg,veal,poulet,egg,chervil,egg_yolk
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,red_pepper,poulet,fennel,vinegar,lemon,peppercorn,chicken_stock,basil,chive
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,red_pepper,poulet,fennel,vinegar,lemon,peppercorn,chicken_stock,basil,tomato_paste
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,red_pepper,poulet,fennel,vinegar,lemon,peppercorn,chicken_stock,egg_yolk,chive
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,red_pepper,poulet,fennel,vinegar,lemon,peppercorn,chicken_stock,egg_yolk,tomato_paste
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,red_pepper,poulet,veal,pork,nutmeg,peppercorn,bread,basil,chicken_stock
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,red_pepper,poulet,veal,pork,nutmeg,peppercorn,bread,bacon,jambon
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,red_pepper,poulet,veal,pork,nutmeg,peppercorn,bread,bacon,boeuf
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,red_pepper,poulet,veal,pork,nutmeg,peppercorn,bread,bacon,chicken_stock
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,red_pepper,poulet,veal,egg,vinegar,heavy_cream,chicken_stock,bacon,peppercorn,chive
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,red_pepper,poulet,veal,egg,vinegar,heavy_cream,chicken_stock,bacon,peppercorn,tomato_paste
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,red_pepper,poulet,veal,egg,vinegar,heavy_cream,chicken_stock,lemon,chervil,peppercorn,basil,chive
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,red_pepper,poulet,veal,egg,vinegar,heavy_cream,chicken_stock,lemon,chervil,peppercorn,basil,tomato_paste
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,red_pepper,poulet,veal,egg,vinegar,heavy_cream,chicken_stock,lemon,chervil,peppercorn,egg_yolk,chive
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,red_pepper,poulet,veal,egg,vinegar,heavy_cream,chicken_stock,lemon,chervil,peppercorn,egg_yolk,tomato_paste
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,red_pepper,poulet,veal,egg,vinegar,heavy_cream,chicken_stock,lemon,white_pepper,egg_yolk
onion,parsley,bay_leaf,carrot,shallot,white_wine,white,tomato,celery,spring_onion,garlic,potato,mushroom,butter,tarragon,red_pepper,poulet,veal,egg,tomato_paste,peppercorn,jambon,bacon
